SYMBOL,ENTREZID,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
Gm33933,102637020,"predicted gene, 33933",-2.062102962913205,1.2172806167250645,-7.7284689518800604,1.196952372477532e-5,8.745057215331795e-4,3.7624974515297485
Tnfrsf13b,57916,"tumor necrosis factor receptor superfamily, member 13b",-1.0028927632806894,5.462355332676482,-7.724826227754491,1.2020702581594921e-5,8.745057215331795e-4,3.5130876715355095
Pdzk1ip1,67182,PDZK1 interacting protein 1,-3.3891180872119104,0.5077438416179718,-7.721922190313512,1.2061672546367151e-5,8.745057215331795e-4,3.7384511807538203
Srxn1,76650,sulfiredoxin 1 homolog (S. cerevisiae),-2.673913566542555,0.6671408635917139,-7.693354001982481,1.2472848914843184e-5,8.944326094013299e-4,3.7199875737811734
Gm15411,100039964,predicted gene 15411,-2.2337993437036516,1.6951253676263807,-7.688490388472323,1.2544346154595863e-5,8.944326094013299e-4,3.7136300336755363
Grhl1,195733,grainyhead like transcription factor 1,-1.3397755935588704,3.4653228663972584,-7.688242744082639,1.2547998461021179e-5,8.944326094013299e-4,3.5290693872374916
Serpina9,71907,"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9",-1.6478583677945968,0.9011474403934894,-7.673910012967081,1.2761350043960626e-5,9.045587114959354e-4,3.613700321880918
Bace2,56175,beta-site APP-cleaving enzyme 2,-1.554039465708625,2.4781974289304,-7.6398082096291136,1.3284894375121842e-5,9.364374435085885e-4,3.5325976286206746
Ncald,52589,neurocalcin delta,1.8984578193958788,3.4555277149963697,7.621284077814105,1.3578969675049345e-5,9.4856754966256e-4,3.5718180839166447
Cerk,223753,ceramide kinase,1.4988181948565922,5.563041777013191,7.617196670576209,1.3644800509292419e-5,9.4856754966256e-4,3.442343998346992
Cd7,12516,CD7 antigen,2.2827216970491477,6.420853670664936,7.90780848795588,1.3681262735517694e-5,9.4856754966256e-4,3.4531947902139333
Nedd4,17999,"neural precursor cell expressed, developmentally down-regulated 4",2.411534253413818,5.8001944088163855,7.700571620605873,1.4016585633648295e-5,9.665349919550521e-4,3.5141676332825327
Cd5,12507,CD5 antigen,-1.0648861547717061,8.491433139693426,-7.586759060795182,1.4145997548822452e-5,9.701860372943745e-4,3.3737084810433675
Ubxn11,67586,UBX domain protein 11,1.3922028278406637,5.698494548239208,7.573850850131354,1.4364521185346703e-5,9.798765849445105e-4,3.3689017148657854
Mvb12b,72543,multivesicular body subunit 12B,-1.5346250123123273,4.933789076956893,-7.562884025860154,1.4553043972787818e-5,9.874279247418813e-4,3.3285110168370213
Armc7,276905,armadillo repeat containing 7,1.441940080928747,6.5947564165211885,7.548483965558972,1.4804652721056008e-5,9.984032182669782e-4,3.2905244557357722
Il17rb,50905,interleukin 17 receptor B,-3.062421167628743,0.9492232907580688,-7.544664250482038,1.487217908673226e-5,9.984032182669782e-4,3.551571303909734
Il9r,16199,interleukin 9 receptor,-4.1863814304770335,3.464262870803292,-8.614599670238007,1.5054882235007876e-5,0.0010053491884093682,3.6188723706213324
Lipo3,381236,"lipase, member O3",-1.9679454619994448,2.972264871786172,-7.524784038681143,1.5229040217011756e-5,0.0010116547763007599,3.450348216139121
Mcoln2,68279,mucolipin 2,1.5109224548295654,4.719665393985449,7.514825571156039,1.541126636186716e-5,0.0010148369344064156,3.36901503073416
Arhgef18,102098,rho/rac guanine nucleotide exchange factor (GEF) 18,1.0833306812719625,7.596241181086742,7.513434322453977,1.543691112393113e-5,0.0010148369344064156,3.2276904483409794
Vmn2r62,546964,"vomeronasal 2, receptor 62",5.432128895337823,-1.096749152359665,7.507258787864495,1.555130160052821e-5,0.0010170871892139274,2.1950418321461944
Prf1,18646,perforin 1 (pore forming protein),2.3824869250053684,5.23658238338435,7.63906675075796,1.572353584572067e-5,0.0010230060483590255,3.390091339498304
Sgk1,20393,serum/glucocorticoid regulated kinase 1,0.9675759235050156,7.746940546439375,7.493838420566534,1.5803056863049257e-5,0.0010230060483590255,3.209961168924708
Gpr83,14608,G protein-coupled receptor 83,-4.227897579962696,1.6376893591892745,-7.4856359391588665,1.5959092587559883e-5,0.0010278627753855826,3.361736564243966
Abcg3,27405,ATP binding cassette subfamily G member 3,1.8237316435013002,4.914052621082368,7.457284088600102,1.6511368966851648e-5,0.001058061865916231,3.3706048914781483
Eea1,216238,early endosome antigen 1,-1.242696761240973,6.199253880785069,-7.446282093390553,1.6731206873229328e-5,0.0010667615718971543,3.1559033384288657
Matk,17179,megakaryocyte-associated tyrosine kinase,-1.4949993736917966,5.476577437813862,-7.439532526528787,1.6867636355865148e-5,0.001070082850416085,3.163337483762934
Impdh1,23917,inosine monophosphate dehydrogenase 1,1.2258928394495356,6.62610115898647,7.402122015557471,1.7645915698182242e-5,0.0011064474454748061,3.089805689610589
Klk15,317652,kallikrein related-peptidase 15,-2.2742221056704723,0.879953348748601,-7.396322202126161,1.777000449127633e-5,0.0011064474454748061,3.3445481292566432
Gramd3,107022,GRAM domain containing 3,1.3978515681388783,8.474902061701084,7.393808311338775,1.78240821950195e-5,0.0011064474454748061,3.091125024782695
Scn1b,20266,"sodium channel, voltage-gated, type I, beta",-2.7342603342446163,1.4182806617727826,-7.393777842373781,1.782473871809762e-5,0.0011064474454748061,3.3767902364957436
Tnfrsf18,21936,"tumor necrosis factor receptor superfamily, member 18",-1.135672652450051,4.982673765144958,-7.391362309940707,1.7876869981268543e-5,0.0011064474454748061,3.0867121165538656
Ptprf,19268,"protein tyrosine phosphatase, receptor type, F",-2.455444020761875,1.8361555266918295,-7.372121768003217,1.8298035390186024e-5,0.001110866252255434,3.3514388415133807
Satb1,20230,special AT-rich sequence binding protein 1,1.1098477543432903,8.843834820752416,7.371152608820155,1.8319531103131833e-5,0.001110866252255434,3.0613787493149793
Abhd4,105501,abhydrolase domain containing 4,-1.304849020929142,3.741052588271687,-7.369166694297596,1.8363663366033583e-5,0.001110866252255434,3.1021313958186774
Mapk11,19094,mitogen-activated protein kinase 11,-1.5366561723625503,4.576577016249715,-7.36901241673535,1.836709661939751e-5,0.001110866252255434,3.1287163903848008
Whrn,73750,whirlin,-1.4079628611805317,4.753113177565629,-7.3681623061597765,1.8386027188969195e-5,0.001110866252255434,3.1096830951601913
Hgsnat,52120,heparan-alpha-glucosaminide N-acetyltransferase,1.2570974177186809,5.301050886899111,7.361343304949305,1.8538639051145244e-5,0.0011147784468290563,3.05867558345642
Igf1r,16001,insulin-like growth factor I receptor,-1.8313716563195492,4.204858109208407,-7.371372548560213,1.941328891287741e-5,0.0011618670270122102,3.0780908247702863
Cdk5r1,12569,"cyclin-dependent kinase 5, regulatory subunit 1 (p35)",-1.5441035582026936,3.3901787555554814,-7.3121106772768245,1.9681884781846845e-5,0.001172411991136492,3.080946691718487
Lpar3,65086,lysophosphatidic acid receptor 3,-2.029417543790508,-0.4547454387130117,-7.304638218441684,1.986195371235917e-5,0.0011776096668337061,3.2685016633395785
Dclk1,13175,doublecortin-like kinase 1,-2.1020899018669232,1.0794332562531677,-7.288903391594684,2.02469642103755e-5,0.0011922237196655635,3.215720063068261
Slc9b2,97086,"solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2",-1.7813195263666781,2.1715883833107092,-7.286907702572112,2.029636849367605e-5,0.0011922237196655635,3.193113731142537
LOC100861615,NA,NA,-2.258063114752021,1.2629756588560292,-7.276941139810291,2.054504959823733e-5,0.0012012699967854157,3.2351466227218806
Ccdc126,57895,coiled-coil domain containing 126,-1.4420478014132874,3.783136815727814,-7.270219829736515,2.071461103833461e-5,0.001204943234328704,3.070094088048462
St8sia1,20449,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",-1.9079419974214282,5.192108951225271,-7.363800180777188,2.0797806456335608e-5,0.001204943234328704,3.0022920373851356
Esyt1,23943,extended synaptotagmin-like protein 1,1.1163174213816092,8.714777213249594,7.259738479772095,2.0982047976455813e-5,0.0012100919305694153,2.9382151093552986
Tesc,57816,tescalcin,-1.54316719203802,4.148587045718714,-7.253219582207366,2.1150257552019336e-5,0.0012142736100453455,3.0169809442276883
Ret,19713,ret proto-oncogene,2.2029153329010613,3.638558553175567,7.340499514172481,2.1383606271911348e-5,0.001220568926880263,3.0594307497539415
Mafg,17134,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)",-1.2975229063952893,4.68035031517203,-7.241652913718715,2.1452306958882304e-5,0.001220568926880263,2.929812846601136
Plcg2,234779,"phospholipase C, gamma 2",4.163334516298388,3.040903011837826,7.325713965201631,2.1764562230474352e-5,0.001232806989197583,3.172587552705373
Slamf7,75345,SLAM family member 7,1.7191763535601305,5.7562647055032405,7.295623322693147,2.1978645672243124e-5,0.0012394002501752033,2.895558461459891
Tm6sf1,107769,transmembrane 6 superfamily member 1,2.6488881461299982,6.2458852736037125,7.68271714776577,2.2530208007927475e-5,0.0012648817663919636,3.03696502950692
Dapk2,13143,death-associated protein kinase 2,2.36529574853174,3.2575916512996588,7.182888502254563,2.3060437443254118e-5,0.0012889463888987147,3.103850093855547
Smyd1,12180,SET and MYND domain containing 1,7.8181675477120685,1.0627085265023306,7.204695687066895,2.347827831709214e-5,0.0013065455933651976,2.0881358781456267
Timp2,21858,tissue inhibitor of metalloproteinase 2,-1.4635866682143917,5.738954562171729,-7.1635890411189544,2.361656174877307e-5,0.0013085019016088764,2.800402651150721
Ptrh1,329384,peptidyl-tRNA hydrolase 1 homolog,-1.3541247400988707,3.5794358212810797,-7.157875148891856,2.3783971832103983e-5,0.0013120479765466753,2.850351941517414
Racgap1,26934,Rac GTPase-activating protein 1,1.4100630400311092,7.312002266997669,7.1470287385561,2.410528815895226e-5,0.0013240168664969102,2.7603215828502083
St3gal2,20444,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",-1.1153574747919954,3.8362594736041915,-7.116784351316737,2.5026227147915688e-5,0.0013686757329860097,2.8025418038618684
BC035044,232406,cDNA sequence BC035044,2.2805109626069564,3.3738719864318703,7.1025592128547705,2.5472432391933432e-5,0.0013870996660465724,3.0319275072982954
LOC102639543,NA,NA,1.57482413619445,4.988239819028623,7.092967744183376,2.5778127273900267e-5,0.0013977473455181477,2.8799447991126224
St8sia6,241230,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6",-2.097628756891576,1.3274141187791784,-7.083418254406723,2.608641568190829e-5,0.001408444434774691,2.9967159251298643
Foxp3,20371,forkhead box P3,-3.702984415715439,1.944360720770251,-7.31548458949852,2.6587426597492325e-5,0.0014294121553770451,3.0202033204182896
Ggt1,14598,gamma-glutamyltransferase 1,3.191913624486447,3.5462050915318195,7.0607504432748405,2.6834231129120977e-5,0.0014365937745412954,2.969635819228416
Ldlrad3,241576,low density lipoprotein receptor class A domain containing 3,-1.3569271778850012,3.953940976198553,-7.053307313685453,2.7084793589697144e-5,0.0014439153826305772,2.8229956268014833
Bcl6,12053,B cell leukemia/lymphoma 6,-1.62482844895586,5.712539290410534,-7.116490959737064,2.7214442740199012e-5,0.001444756692416925,2.6619081669828937
Srgap3,259302,SLIT-ROBO Rho GTPase activating protein 3,2.0487155018794416,1.9706792169338372,7.037951112759733,2.7609740602555702e-5,0.0014596349531884449,2.949065278685337
Cep290,216274,centrosomal protein 290,-1.4206040728463418,2.4502078075732276,-7.031336616919129,2.783922387314468e-5,0.001465660051877426,2.810335169424251
Trat1,77647,T cell receptor associated transmembrane adaptor 1,-1.3515851805428456,5.554656992854142,-7.024152657918473,2.8090794317903224e-5,0.0014691309802513338,2.611548783907981
Alpl,11647,"alkaline phosphatase, liver/bone/kidney",1.236984650734545,5.066844020107363,7.018839239135251,2.827843689146484e-5,0.0014691309802513338,2.736256157581394
Ccdc102a,234582,coiled-coil domain containing 102A,3.055643662642604,4.00016606212548,7.0179382140384154,2.8310390153386654e-5,0.0014691309802513338,2.928670175829925
Kcnf1,382571,"potassium voltage-gated channel, subfamily F, member 1",-1.7357643393400464,2.879321705400625,-7.016307827076866,2.836830786267156e-5,0.0014691309802513338,2.7975974029076065
Tnc,21923,tenascin C,-2.6131292730495788,2.456591882355784,-7.252740067682216,2.8719451203633122e-5,0.0014796925062886285,2.8159984844878805
Rassf8,71323,Ras association (RalGDS/AF-6) domain family (N-terminal) member 8,-2.783897799092581,0.9843860899962131,-7.004115654354937,2.880548936422535e-5,0.0014796925062886285,2.913034621499066
Cracr2a,381812,calcium release activated channel regulator 2A,1.481331188868472,7.366345518352637,6.99815110182375,2.9420416419936547e-5,0.0015051864658715925,2.5540061617372327
Pvr,52118,poliovirus receptor,-1.0804240336478204,5.024882173591184,-6.982280325181996,2.9606696904414945e-5,0.0015086336157558908,2.591331131454977
Xcl1,16963,chemokine (C motif) ligand 1,4.308752643217828,5.14401031879947,8.076672455627843,2.981127228442204e-5,0.0015129816909789874,2.9459041881112267
Scn8a,20273,"sodium channel, voltage-gated, type VIII, alpha",-3.603007937498973,0.9400776155470388,-7.0612311353713,2.997824630916702e-5,0.0015151482046678556,2.887649098492105
Ramp3,56089,receptor (calcitonin) activity modifying protein 3,-1.9342018853248035,1.8853544851654465,-6.966830726200469,3.0188079134371846e-5,0.0015151482046678556,2.8055226125082857
Gm38418,100042304,"predicted gene, 38418",-2.180698752807994,1.2003085129201496,-6.966196469952647,3.0212208053354938e-5,0.0015151482046678556,2.859230635345466
Tmem38b,52076,transmembrane protein 38B,-1.04150863829324,4.644345621644591,-6.95754302089453,3.054349325477013e-5,0.0015241613413186088,2.5460181412731693
Espn,56226,espin,-1.7368384854112078,4.336406443688279,-6.988684563601854,3.063218332568137e-5,0.0015241613413186088,2.6171817477992754
Map7,17761,microtubule-associated protein 7,-1.894986802788055,3.0950371737351925,-6.951203394720961,3.078867947700705e-5,0.0015259639265791621,2.703595809527102
Atp9a,11981,"ATPase, class II, type 9A",-0.9245021629208852,4.8872831788095095,-6.9239988073621985,3.186514849787516e-5,0.0015731712223386771,2.4824367159192766
Akap12,83397,A kinase (PRKA) anchor protein (gravin) 12,-1.1429941206851382,4.703542879859507,-6.91756006769665,3.212581301605818e-5,0.001579892695921497,2.489362745179263
Dock5,68813,dedicator of cytokinesis 5,2.2356994568596638,4.49255887375615,7.033238246222943,3.226691298103302e-5,0.0015807049880438104,2.6589107768658193
Usp6nl,98910,USP6 N-terminal like,-1.2061441130370607,4.694188784333165,-6.910797252434425,3.240207174063048e-5,0.0015812211009427672,2.4876241424243073
Ephb6,13848,Eph receptor B6,-0.978620076571632,5.0603363887952275,-6.900274028008569,3.2837041855408385e-5,0.0015963079964039142,2.449358095314701
Axin2,12006,axin 2,-1.0255326395847746,5.218855626649651,-6.879551733546521,3.3712075216626796e-5,0.00163259087919298,2.434990124077048
Dscam,13508,DS cell adhesion molecule,2.5363189401338864,1.9742030163039306,6.86441496757088,3.4367106196240486e-5,0.001650266218965349,2.7321601593396023
Nlrc3,268857,"NLR family, CARD domain containing 3",1.250158394048972,7.693604899708596,6.855303976359159,3.476797295486548e-5,0.001650266218965349,2.3798527179066653
Fam171b,241520,"family with sequence similarity 171, member B",-1.6971749140781982,1.011875113192435,-6.853362558664104,3.485404062563231e-5,0.001650266218965349,2.705637825745961
Pld3,18807,"phospholipase D family, member 3",1.1145057345924752,7.142026368531235,6.852703549113351,3.4883308208894866e-5,0.001650266218965349,2.3726534208440944
Zyx,22793,zyxin,1.3213541527805992,7.785122063737775,6.85025315390351,3.499236616566189e-5,0.001650266218965349,2.37941468687392
Hspa12a,73442,heat shock protein 12A,-2.0480289394382614,0.18559122446527576,-6.849802743342969,3.501245216521738e-5,0.001650266218965349,2.7227940481877795
Rnf149,67702,ring finger protein 149,-1.061422473966105,6.187592096924111,-6.847094743996918,3.513347697784752e-5,0.001650266218965349,2.368365544603634
D430019H16Rik,268595,RIKEN cDNA D430019H16 gene,-1.5317002027479076,2.163495856501803,-6.846850588808095,3.5144410773940546e-5,0.001650266218965349,2.5988976207358254
Ccdc88a,108686,coiled coil domain containing 88A,-1.2887763675931003,4.208665900556917,-6.844549313199977,3.524764701604741e-5,0.001650266218965349,2.447601954442648
Col18a1,12822,"collagen, type XVIII, alpha 1",-2.412511671950522,0.9444520154059848,-6.838859138576203,3.5504314928010154e-5,0.0016561718669360031,2.6978431633764073
Slc35f2,72022,"solute carrier family 35, member F2",1.1682768076471612,4.903463828705852,6.832874307141726,3.5776446391452e-5,0.0016627529370503405,2.4793858434802356
Gm3636,100041151,predicted gene 3636,-1.106345543703684,4.208785436631422,-6.818346829423727,3.644639801171099e-5,0.0016877076568342665,2.4110928795258157
Cfap157,227736,cilia and flagella associated protein 157,-2.081995595390789,2.147183416413648,-6.813265853720856,3.6683890206318336e-5,0.0016925279961373348,2.6003387286468875
Reck,53614,reversion-inducing-cysteine-rich protein with kazal motifs,1.6510616042843882,3.85922148892373,6.8058213134090355,3.703487194994631e-5,0.0017025306351482567,2.570527325780116
Ceacam16,330483,carcinoembryonic antigen-related cell adhesion molecule 16,3.0967837219425918,0.9925889630299674,6.7956756202744995,3.751903398895141e-5,0.0017185613835805612,2.4848720853064146
